Date,close,benchmark_ret
2015-01-02,171.56802368164062,0.0
2015-01-05,168.4695587158203,-0.018059687926287427
2015-01-06,166.88279724121094,-0.00941868362869025
2015-01-07,168.9623260498047,0.012461013615369998
2015-01-08,171.96054077148438,0.01774487124896651
2015-01-09,170.58258056640625,-0.008013234890376864
2015-01-12,169.24632263183594,-0.007833495836054083
2015-01-13,168.7702178955078,-0.0028130876282836947
2015-01-14,167.7513427734375,-0.006037055203075847
2015-01-15,166.21466064453125,-0.009160475877571184
2015-01-16,168.39437866210938,0.013113873403981513
2015-01-20,168.75355529785156,0.0021329490841430765
2015-01-21,169.60536193847656,0.005047636709766268
2015-01-22,172.12762451171875,0.014871361049051846
2015-01-23,171.18380737304688,-0.005483240365102615
2015-01-26,171.584716796875,0.0023419821651382566
2015-01-27,169.3214569091797,-0.013190334954916727
2015-01-28,167.15003967285156,-0.012824229580618463
2015-01-29,168.69508361816406,0.009243455450782312
2015-01-30,166.5737762451172,-0.012574802581967304
2015-02-02,168.63656616210938,0.012383641431990666
2015-02-03,171.07525634765625,0.014461218234262274
2015-02-04,170.4238739013672,-0.003807578373375864
2015-02-05,172.14431762695312,0.010095086364376726
2015-02-06,171.66830444335938,-0.002765198353077758
2015-02-09,170.89988708496094,-0.004476174917030007
2015-02-10,172.7205352783203,0.01065330249430918
2015-02-11,172.8207550048828,0.0005802421026601667
2015-02-12,174.48281860351562,0.00961726847325628
2015-02-13,175.2009735107422,0.004115906156115345
2015-02-17,175.47657775878906,0.0015730748666757943
2015-02-18,175.49334716796875,9.55649431615413e-05
2015-02-19,175.36802673339844,-0.0007141036204088014
2015-02-20,176.4203643798828,0.006000738367685443
2015-02-23,176.39535522460938,-0.00014175889139189657
2015-02-24,176.89637756347656,0.0028403374807075554
2015-02-25,176.74606323242188,-0.0008497309731554381
2015-02-26,176.5372772216797,-0.001181276725058522
2015-02-27,175.93600463867188,-0.00340592419046315
2015-03-02,177.0467529296875,0.006313365438170626
2015-03-03,176.3201141357422,-0.004104219828498623
2015-03-04,175.57681274414062,-0.00421563583511142
2015-03-05,175.7689208984375,0.001094154468886721
2015-03-06,173.2968292236328,-0.014064441325398525
2015-03-09,174.01512145996094,0.0041448665826493425
2015-03-10,171.1922149658203,-0.016222190752486654
2015-03-11,170.7913055419922,-0.0023418671457003937
2015-03-12,172.96275329589844,0.012714041543363974
2015-03-13,171.9021453857422,-0.006132001774635243
2015-03-16,174.19883728027344,0.013360460914420669
2015-03-17,173.6809844970703,-0.0029727683105595926
2015-03-18,175.7689208984375,0.01202167529976439
2015-03-19,174.96713256835938,-0.004561604668105179
2015-03-20,176.51158142089844,0.008827079862760323
2015-03-23,176.16763305664062,-0.0019485880840739433
2015-03-24,175.17771911621094,-0.005619158997904106
2015-03-25,172.61070251464844,-0.014653784822141525
2015-03-26,172.19964599609375,-0.002381408061993162
2015-03-27,172.5939483642578,0.0022897977860709684
2015-03-30,174.69955444335938,0.012199767715248555
2015-03-31,173.17279052734375,-0.008739369261016816
2015-04-01,172.5603485107422,-0.0035365949508381345
2015-04-02,173.18118286132812,0.0035977810426552903
2015-04-06,174.3472137451172,0.006733011430709146
2015-04-07,173.88584899902344,-0.002646241004850447
